Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
4730,388.81,309.18,288.26
4731,382.92,314.26,256.94
4732,481.62,348.26,345.2
4733,74.85,51.23,0
4734,263.56,104.78,0
4735,468.54,0,0
4736,201.34,0,0
4737,753.36,0,0
4738,123.48,98.43,78.71
4739,505.42,0,0
4740,689.56,0,0
4741,687.08,0,0
4742,944.09,0,0
4743,503.77,0,0
4744,91.71,0,0
4745,198.94,0,0
4746,88.45,0,0
4747,424.53,0,0
4748,388.42,276.34,151.63
4749,318.79,221.9,199.94
4750,1024.51,0,0
4751,506.34,82.51,78.18
4752,66.81,0,0
4753,412.3,0,0
4754,923.11,0,0
4755,226.91,0,0
4756,758.74,0,0
4757,134.26,0,0
4758,973.53,97.78,0
4759,841.35,0,0
4760,491.37,0,0
4761,179.75,0,0
4762,298.33,0,0
4763,243.15,110.24,91.48
4764,178.55,0,0
4765,74.77,0,0
4766,353.57,105.89,0
4767,625.88,0,0
4768,73.36,0,0
4769,348.94,0,0
4770,655.34,0,0
4771,609.41,0,0
4772,962.2,0,0
4773,714.88,0,0
4774,148.84,121.72,0
4775,380.3,144.21,0
4776,393.26,0,0
4777,203.77,0,0
4778,578.54,0,0
4779,124.81,55.07,0
4780,217.31,109.17,85.09
4781,716.66,0,0
4782,103.81,49.93,0
4783,188.25,145.14,137.41
4784,946.29,0,0
4785,184.36,160.66,0
4786,1056.22,0,0
4787,136.24,0,0
4788,283.8,114.1,0
4789,313.82,206.9,79.09
4790,506.18,0,0
4791,95.27,0,0
4792,253.49,168.45,75.47
4793,772.76,0,0
4794,440.01,302.17,290
4795,649.15,0,0
4796,141.93,0,0
4797,266.98,179.46,158.07
4798,561.9,455.6,447.2
4799,960.46,0,0
4800,881.55,0,0
4801,339.92,240.19,111.44
4802,80.54,0,0
4803,436.99,0,0
4804,374.91,0,0
4805,143.12,47.88,0
4806,93.27,0,0
4807,581.9,0,0
4808,299.72,0,0
4809,513.42,140.06,0
4810,709.89,93.02,0
4811,1155.8,0,0
4812,95.14,0,0
4813,97.19,0,0
4814,657.65,0,0
4815,961.41,0,0
4816,296.79,0,0
4817,620.09,0,0
4818,619.79,0,0
4819,281.67,0,0
4820,78.12,0,0
4821,538.89,0,0
4822,826.64,41.77,0
4823,721.38,0,0
4824,525.31,0,0
4825,149.57,0,0
4826,144.72,0,0
4827,132.22,0,0
4828,69.26,0,0
4829,130.09,81.11,0
4830,660.07,0,0
4831,758.91,0,0
4832,105.14,0,0
4833,67.2,0,0
4834,85.6,0,0
4835,260.61,137.39,136.13
4836,549.22,0,0
4837,150.11,0,0
4838,406.81,289.36,155.73
4839,453.14,0,0
4840,467.13,0,0
4841,459.81,97.42,0
4842,244.72,0,0
4843,463.72,0,0
4844,436.3,0,0
4845,817.11,0,0
4846,299.36,0,0
4847,715.7,99.32,0
4848,202.07,116.33,92.85
4849,372.33,0,0
4850,341.57,320.72,264.31
4851,1193.6,0,0
4852,679.03,0,0
4853,135.38,0,0
4854,534.79,0,0
4855,242.17,0,0
4856,129.53,0,0
4857,88.12,0,0
4858,152.35,0,0
4859,733.49,0,0
4860,669.91,0,0
4861,122.97,0,0
4862,604.27,0,0
4863,222.63,195.14,0
4864,408.04,64.25,0
4865,867.36,0,0
4866,161.25,0,0
4867,306.85,287.42,215.71
4868,775.06,0,0
4869,990.09,0,0
4870,621.72,0,0
4871,531.96,202.41,74.49
4872,758.39,0,0
4873,396.75,300.3,260.55
4874,562.9,0,0
4875,1096.69,0,0
4876,320.94,311.17,285.11
4877,94.77,0,0
4878,180.97,0,0
4879,278.14,0,0
4880,306.14,222,132.11
4881,688.94,0,0
4882,441.8,0,0
4883,387.02,0,0
4884,789.19,0,0
4885,609.42,0,0
4886,734.47,0,0
4887,542.77,0,0
4888,251.48,173.25,0
4889,152.75,0,0
4890,179.99,161.56,0
4891,499,0,0
4892,97.1,0,0
4893,599.11,0,0
4894,686.05,41.13,0
4895,85.07,0,0
4896,223.6,0,0
4897,100.14,0,0
4898,513.93,100.54,0
4899,154.24,122.3,0
4900,282.88,224.59,152.97
4901,729.32,0,0
4902,318.44,277.71,270.6
4903,395.56,198.61,90.16
4904,159.01,0,0
4905,564.11,0,0
4906,142.47,97.76,0
4907,141.06,0,0
4908,80.78,0,0
4909,605.9,0,0
4910,521.73,0,0
4911,152.9,0,0
4912,364.56,192.2,185.14
4913,107.37,0,0
4914,588.13,85.44,0
4915,689.66,0,0
4916,438.47,378.38,355.06
4917,356.61,0,0
4918,559.16,78.53,0
4919,510.37,0,0
4920,252.5,67.09,0
4921,582.91,0,0
4922,123.46,0,0
4923,819.64,0,0
4924,242.06,131.79,0
4925,712.97,0,0
4926,395.66,0,0
4927,364.23,0,0
4928,346.3,222.89,155.52
4929,647.24,0,0
4930,392.15,0,0
4931,87.1,0,0
4932,215.68,0,0
4933,242.56,0,0
4934,321.85,278.9,150.71
4935,439.59,280.12,199.12
4936,685.7,0,0
4937,355.72,176.27,0
4938,211.21,164.45,141.85
4939,512.04,0,0
4940,512.12,121.05,0
4941,629.27,0,0
4942,86.21,0,0
4943,327.27,0,0
4944,129.6,81.28,0
4945,121.21,0,0
4946,291.68,236.68,183.43
4947,897.21,0,0
4948,115.66,0,0
4949,376.05,0,0
4950,474.1,181.59,64.25
4951,729.85,0,0
4952,594.5,0,0
4953,351.53,0,0
4954,226.74,0,0
4955,130.79,67.96,0
4956,795.58,0,0
4957,624.51,0,0
4958,359.64,88.89,0
4959,80.1,0,0
4960,819.96,0,0
4961,862.5,58.81,0
4962,151.3,116,0
4963,685.69,0,0
4964,448.3,0,0
4965,197.26,137.09,0
4966,902.65,0,0
4967,635.6,0,0
4968,615.53,0,0
4969,500.83,0,0
4970,564.74,0,0
4971,128.83,0,0
4972,409.96,103.51,73.1
4973,619.24,88.11,0
4974,509.62,0,0
4975,284.7,144.87,134.66
4976,855.83,0,0
4977,144.91,0,0
4978,267.84,0,0
4979,750.55,0,0
4980,577.26,0,0
4981,200.08,0,0
4982,780.5,0,0
4983,218.63,0,0
4984,287.42,52.74,0
4985,767.33,0,0
4986,392.13,268.05,0
4987,122.16,0,0
4988,359.31,288,183.9
4989,166.17,144.44,0
4990,106.89,0,0
4991,825.38,0,0
4992,258.02,220.7,173.49
4993,224.04,0,0
4994,103.81,72.1,0
4995,119.01,0,0
4996,258.68,192.73,0
4997,111.74,0,0
4998,940.29,0,0
4999,662.7,210.57,0
5000,196.44,0,0
5001,319.82,0,0
5002,356.34,0,0
5003,698.8,0,0
5004,72.87,0,0
5005,427.28,262.69,242.34
5006,478.04,0,0
5007,88.22,0,0
5008,404.09,0,0
5009,148.98,0,0
5010,231.92,0,0
5011,115.26,0,0
5012,479.02,0,0
5013,770.42,0,0
5014,240.91,0,0
5015,700.44,0,0
5016,701.41,0,0
5017,332.46,0,0
5018,135.13,87.12,0
5019,749.82,0,0
5020,266.96,178.62,153.86
5021,872.21,0,0
5022,579.01,0,0
5023,707.52,0,0
5024,630.93,0,0
5025,399.83,0,0
5026,542.13,0,0
5027,119.22,0,0
5028,80.2,0,0
5029,52.18,0,0
5030,377.48,0,0
5031,292.57,0,0
5032,410.83,297.52,238.11
5033,119.81,0,0
5034,98.75,0,0
5035,156.15,130.4,0
5036,660.76,49.99,0
5037,835.21,0,0
5038,123.99,0,0
5039,162.18,146.57,82.06
5040,239.08,0,0
5041,137.3,121.25,0
5042,658.6,0,0
5043,830.44,0,0
5044,912.46,0,0
5045,302.55,0,0
5046,367.34,109.29,0
5047,340.09,0,0
5048,656.11,0,0
5049,393.66,0,0
5050,623.33,0,0
5051,459.3,104.63,0
5052,621.84,0,0
5053,107.1,0,0
5054,461.17,388.72,303.13
5055,920.01,52.23,0
5056,94.21,0,0
5057,589.17,0,0
5058,99.6,0,0
5059,937.66,0,0
5060,420.08,0,0
5061,218.59,122.55,0
5062,525.14,441.51,426.2
5063,86.86,0,0
5064,415.15,373.75,281.21
5065,243.59,0,0
5066,860.47,0,0
5067,351.44,336.21,336.07
5068,139.09,0,0
5069,358.3,137.59,105.46
5070,808.18,0,0
5071,986.17,0,0
5072,151.89,0,0
5073,120.66,0,0
5074,103.21,0,0
5075,145.08,0,0
5076,739.68,83.42,0
5077,63.19,0,0
5078,254.2,0,0
5079,796.61,0,0
5080,102.3,0,0
5081,621.59,94,0
5082,91.83,0,0
5083,173.18,0,0
5084,350.39,0,0
5085,138.74,75.08,0
5086,107.33,57.45,0
5087,216.73,62.82,0
5088,525.21,0,0
5089,202.38,0,0
5090,78.35,0,0
5091,487.76,0,0
5092,112.15,0,0
5093,200.31,179.2,0
5094,348.96,0,0
5095,311.36,71.26,0
5096,395.68,0,0
5097,275.87,230.06,211.08
5098,780.64,0,0
5099,151.68,0,0
5100,676.68,0,0
5101,508.62,0,0
5102,396.69,0,0
5103,185.58,0,0
5104,174.44,0,0
5105,425.27,0,0
5106,1274.74,0,0
5107,1037.69,0,0
5108,180.97,0,0
5109,285.93,124.39,0
5110,430.97,0,0
5111,1027.31,0,0
5112,1038.04,108.07,0
5113,409.47,0,0
5114,149.93,116.35,0
5115,948.06,0,0
5116,386.29,0,0
5117,97.58,0,0
5118,152.06,0,0
5119,145.79,0,0
5120,231.24,0,0
5121,354.03,0,0
5122,273.01,267.69,199.31
5123,146.95,0,0
5124,140.67,137.76,104.27
5125,937.95,0,0
5126,235.19,191.07,143.23
5127,171.51,149.9,0
5128,151.28,0,0
5129,256.42,218.61,181.5
5130,207.94,93.34,0
5131,444.56,0,0
5132,195.33,139.92,0
5133,556.4,176.61,0
5134,299.34,0,0
5135,133.89,102.66,0
5136,532.2,0,0
5137,857.83,0,0
5138,536.04,0,0
5139,528.98,0,0
5140,753.74,289.84,0
5141,230.34,0,0
5142,109.84,0,0
5143,343.97,125.71,0
5144,110.31,0,0
5145,688.42,0,0
5146,985.7,107.96,63.46
5147,233.24,0,0
5148,540.52,0,0
5149,292.82,62.98,0
5150,288.23,0,0
5151,320.65,312.48,213.1
5152,647.3,88.99,0
5153,148.43,0,0
5154,90.05,0,0
5155,319.18,292.88,278.27
5156,560.4,269.31,0
5157,259.68,237.09,215.48
5158,336.79,0,0
5159,129.23,119.29,0
5160,800.8,0,0
5161,524.45,0,0
5162,86.48,75.21,0
5163,479.18,0,0
5164,416.35,0,0
5165,321.73,179.95,160.58
5166,90.44,0,0
5167,290.22,245.14,175.25
5168,128.41,0,0
5169,97.84,0,0
5170,226.96,0,0
5171,115.96,0,0
5172,127.76,0,0
5173,131.7,0,0
5174,462.85,0,0
5175,1085.52,0,0
5176,364.83,0,0
5177,181.4,124.13,0
5178,91.83,0,0
5179,238.42,0,0
5180,461.05,0,0
5181,76.77,0,0
5182,62.66,0,0
5183,137.15,109.73,0
5184,197.96,0,0
5185,418.02,0,0
5186,119.63,77.55,0
5187,760.68,0,0
5188,316.03,89.72,0
5189,337.6,0,0
5190,192.04,106.96,0
5191,800.88,0,0
5192,194.64,100.13,0
5193,118.85,0,0
5194,131.61,116.44,66.59
5195,259.72,0,0
5196,282.03,0,0
5197,455.65,309.63,291.16
5198,395.06,0,0
5199,562.68,0,0
5200,629.04,0,0
5201,342.57,323.89,186.65
5202,153.28,0,0
5203,1124.13,0,0
5204,692.55,0,0
5205,166.72,0,0
5206,680.03,0,0
5207,456.71,0,0
5208,656.58,0,0
5209,89.1,0,0
5210,244.57,98.27,0
5211,157.63,0,0
5212,130.85,0,0
5213,473.23,0,0
5214,90.07,0,0
5215,80.21,64.13,0
5216,897.11,0,0
5217,83.25,0,0
5218,570.46,0,0
5219,593.64,0,0
5220,218.99,0,0
5221,254.51,0,0
5222,260.69,0,0
5223,690.73,69.73,0
5224,132.14,0,0
5225,556.34,0,0
5226,92.95,0,0
5227,436.87,354.27,326.6
5228,121.77,0,0
5229,442,318.57,290.85
5230,100.53,0,0
5231,306.95,0,0
5232,201.33,196.24,61.18
5233,456.36,0,0
5234,763.89,0,0
5235,91.18,0,0
5236,150.9,0,0
5237,157.14,0,0
5238,68.74,51.08,0
5239,124.73,85.13,0
5240,278.52,130.07,116.17
5241,307.39,218.32,217.38
5242,392.1,322.08,182.03
5243,307.18,0,0
5244,58.58,0,0
5245,472.09,0,0
5246,279.06,242.69,0
5247,443.37,393.89,275.21
5248,526.19,0,0
5249,125.75,91.67,0
5250,590.22,494.41,414.15
5251,82.83,77.7,0
5252,126.78,0,0
5253,734.18,142.38,129.56
5254,365.93,0,0
5255,64.79,0,0
5256,144.13,0,0
5257,920.43,0,0
5258,921.05,0,0
5259,221.93,0,0
5260,745.45,0,0
5261,100.42,0,0
5262,447.66,0,0
5263,300.34,254.81,247.54
5264,383.09,0,0
5265,123.85,0,0
5266,234.21,137.14,116.63
5267,83.94,0,0
5268,280,161.9,0
5269,365.46,0,0
5270,184.86,179.91,88.32
5271,232.2,201.53,0
5272,401.03,361.69,337.87
5273,84.35,67.31,0
5274,146.24,0,0
5275,1051.5,48.63,0
5276,223.61,0,0
5277,185.4,0,0
5278,857.11,0,0
5279,447.84,0,0
5280,467.54,55.22,0
5281,157.35,0,0
5282,800.96,0,0
5283,615.82,0,0
5284,560.57,0,0
5285,403.85,109.55,0
5286,61.32,0,0
5287,296.33,239.15,111.58
5288,785.97,0,0
5289,122.8,97.82,52.04
5290,88.46,0,0
5291,423.58,0,0
5292,828.02,0,0
5293,936.93,0,0
5294,603.49,0,0
5295,206.95,76.36,0
5296,698.42,0,0
5297,192.43,86.8,0
5298,231.13,114.56,0
5299,98.02,0,0
5300,70.76,0,0
5301,336.29,92.26,0
5302,85.53,0,0
5303,807.94,119.74,0
5304,124.24,0,0
5305,720.05,0,0
5306,377.88,85.52,0
5307,416.25,0,0
5308,305.19,0,0
5309,493.65,0,0
5310,226.27,137.53,109.01
5311,174.91,48.84,0
5312,776.08,0,0
5313,154.24,144.31,104.8
5314,318.85,0,0
5315,311.61,0,0
5316,103.74,0,0
5317,481.41,0,0
5318,89.98,0,0
5319,418.78,0,0
5320,543.43,0,0
5321,130.85,0,0
5322,398.9,0,0
5323,118.1,0,0
5324,621.6,145.62,0
5325,598.26,0,0
5326,108.77,0,0
5327,686.95,0,0
5328,90.15,0,0
5329,98.29,0,0
5330,269.18,0,0
5331,211.85,0,0
5332,697.59,0,0
5333,643.77,0,0
5334,70.9,0,0
5335,456.15,0,0
5336,89,0,0
5337,553.55,0,0
5338,98.6,0,0
5339,194.01,0,0
5340,83.81,79.81,0
5341,286.79,77.52,0
5342,589.46,0,0
5343,584.64,0,0
5344,499.28,0,0
5345,87.34,0,0
5346,267.88,0,0
5347,127.23,0,0
5348,392.05,88.55,0
5349,607.46,90.25,0
5350,291.58,86.92,0
5351,433.42,0,0
5352,361.73,46.22,0
5353,283.64,0,0
5354,1051.1,0,0
5355,880.1,0,0
5356,199.48,0,0
5357,232.34,0,0
5358,827.04,0,0
5359,120.62,0,0
5360,426.44,0,0
5361,88.2,0,0
5362,74.84,0,0
5363,368.22,224.96,117.54
5364,221.12,0,0
5365,262.91,146.1,109.06
5366,376.31,60.64,0
5367,693.36,0,0
5368,311.22,0,0
5369,234.51,0,0
5370,88.32,0,0
5371,277.02,256.87,250.18
5372,211.23,92.74,0
5373,413.46,58.99,0
5374,78.81,0,0
5375,601.58,95.32,0
5376,530.03,0,0
5377,509.89,0,0
5378,322.09,49.85,0
5379,516.25,0,0
5380,630.2,230.76,0
5381,148.32,0,0
5382,97.75,0,0
5383,607.64,0,0
5384,43.81,0,0
5385,105.38,0,0
5386,604.46,0,0
5387,1067.88,0,0
5388,757.04,0,0
5389,262.98,0,0
5390,322.33,100.02,0
5391,367.61,0,0
5392,237.41,0,0
5393,210.48,55.35,54.16
5394,364.88,0,0
5395,197.63,0,0
5396,846.89,0,0
5397,1188.61,0,0
5398,377.79,263.48,247.43
5399,530.75,0,0
5400,167.71,114.3,0
5401,64.26,0,0
5402,129.11,0,0
5403,338.05,278.1,242.92
5404,512.26,259.06,184.14
5405,206.52,0,0
5406,162.03,82.86,0
5407,941.85,0,0
5408,307.08,167.15,0
5409,178.4,72.41,0
5410,533.7,0,0
5411,955.1,0,0
5412,348.31,0,0
5413,173.74,134.84,0
5414,801.04,0,0
5415,258.3,137.03,0
5416,293.71,0,0
5417,193.11,0,0
5418,683.34,0,0
5419,427.5,74.29,0
5420,139.79,0,0
5421,299.46,0,0
5422,245.7,199.26,189.53
5423,513.42,0,0
5424,629.94,0,0
5425,77.28,0,0
5426,478.89,452.69,299.08
5427,71.79,0,0
5428,362.25,0,0
5429,174.25,0,0
5430,278.55,197.56,0
5431,471.75,0,0
5432,555.88,0,0
5433,398.32,0,0
5434,426.21,0,0
5435,519.3,0,0
5436,432.27,0,0
5437,694.21,0,0
5438,766.74,0,0
5439,168.33,0,0
5440,483.61,0,0
5441,202.14,0,0
5442,454.45,166.47,155.13
5443,40.8,0,0
5444,82.47,0,0
5445,314.07,185.25,160.27
5446,195.86,0,0
5447,392.92,78.48,0
5448,1281.75,0,0
5449,432.27,0,0
5450,177.43,157.45,0
5451,250.07,154.36,148.58
5452,933.08,0,0
5453,597.83,0,0
5454,233.92,0,0
5455,136.47,0,0
5456,86.63,0,0
5457,198.94,0,0
5458,591.43,0,0
5459,141.56,68.71,0
5460,377.28,0,0
5461,609.72,0,0
5462,284.01,0,0
5463,84.47,0,0
5464,371.31,285.3,273.5
5465,533.16,146.83,0
5466,117.36,70.97,0
5467,533.73,0,0
5468,189.36,0,0
5469,425.16,0,0
5470,920.64,0,0
5471,427.34,0,0
5472,559.75,0,0
5473,318.17,95.72,0
5474,236.92,114.08,0
5475,714.59,0,0
5476,617.91,279.3,171.52
5477,495.61,0,0
5478,118.53,82.25,0
5479,295.09,175.02,69.73
5480,123.62,88.92,0
5481,570.42,0,0
5482,541.38,0,0
5483,377.2,172.49,0
5484,155.38,0,0
5485,500.81,0,0
5486,495.81,0,0
5487,772.6,49.82,0
5488,151.72,0,0
5489,185.71,110.25,0
5490,549.73,426.58,370.84
5491,446.35,0,0
5492,424.54,0,0
5493,254.85,0,0
5494,487.57,75.47,0
5495,552.43,0,0
5496,85.38,63.69,0
5497,89.6,0,0
5498,198.6,0,0
5499,511.89,422.54,420.42
5500,180.87,114.6,0
5501,190.49,64.18,0
5502,94.12,0,0
5503,527.26,0,0
5504,227.98,195.04,161.34
5505,428.84,89.86,69.14
5506,422.56,84.74,0
5507,623.69,0,0
5508,466.89,310.58,262.02
5509,53.06,0,0
5510,257.56,0,0
5511,350.36,265.4,240.13
5512,86.64,0,0
5513,129.09,0,0
5514,122.26,0,0
5515,152.75,0,0
5516,155.7,130.08,0
5517,477.78,0,0
5518,620.26,0,0
5519,423.83,328.68,318.53
5520,579.05,0,0
5521,208.29,0,0
5522,519.57,0,0
5523,297.36,110.47,0
5524,372.56,0,0
5525,702.37,0,0
5526,743.17,0,0
5527,131.25,103.73,0
5528,145.04,0,0
5529,501.81,0,0
5530,356.31,342.01,193.9
5531,423.12,0,0
5532,382.28,0,0
5533,252.28,0,0
5534,219.47,168.03,61.84
5535,692.69,0,0
5536,128.02,83.51,0
5537,236.55,0,0
5538,367.12,0,0
5539,681.62,102.57,43.54
5540,327.55,0,0
5541,401.51,291.36,263.16
5542,343.18,0,0
5543,693.98,0,0
5544,61.53,0,0
5545,446.6,0,0
5546,220.69,0,0
5547,153.67,0,0
5548,926.07,90.9,0
5549,92.95,0,0
5550,361.04,359.58,297.69
5551,337.98,75.7,0
5552,434.81,0,0
5553,92.1,0,0
5554,338.72,183.35,79.9
5555,961.85,0,0
5556,109.14,0,0
5557,947.26,0,0
5558,372.58,0,0
5559,408.73,0,0
5560,255.88,76.92,0
5561,41.66,0,0
5562,797.52,0,0
5563,54.13,0,0
5564,190.08,154.49,0
5565,345.95,293.96,251.37
5566,105.1,0,0
5567,825.76,0,0
5568,420.61,294.47,223.98
5569,713.32,0,0
5570,523.79,478.79,401.28
5571,232.12,152.69,109.32
5572,772.58,0,0
5573,51.3,0,0
5574,153.13,125.67,0
5575,86.61,0,0
5576,120.1,0,0
5577,234.05,151.73,134.57
5578,368.02,160.81,0
5579,696.98,0,0
5580,95.47,86.17,0
5581,431.41,0,0
5582,105.88,0,0
5583,452.93,0,0
5584,307.89,0,0
5585,261.76,181.68,0
5586,187.81,0,0
5587,804.72,0,0
5588,471.72,179.31,0
5589,199.6,76.05,0
5590,106.06,0,0
5591,148.32,147.79,128.89
5592,515.66,0,0
5593,444.44,0,0
5594,64.81,0,0
5595,176.84,0,0
5596,552.88,0,0
5597,752.02,0,0
5598,60.35,0,0
5599,634.8,0,0
5600,753.81,42.7,0
5601,215.22,0,0
5602,73.13,0,0
5603,151.28,0,0
5604,518.37,0,0
5605,637.62,0,0
5606,409.87,137.71,0
5607,183.75,0,0
5608,721.37,0,0
5609,114.09,0,0
5610,960.87,0,0
5611,805.69,0,0
5612,353.24,93.11,63.76
5613,825.54,0,0
5614,595.11,0,0
5615,107.71,0,0
5616,110.21,0,0
5617,807.13,0,0
5618,502.66,0,0
5619,528.42,426.46,256.66
5620,236.61,198.61,188.44
5621,274.42,0,0
5622,497.73,0,0
5623,392.64,390.02,326.91
5624,495.79,331.58,303.74
5625,584.26,0,0
5626,676.07,0,0
5627,278.57,182.71,163.41
5628,140.82,0,0
5629,602.59,0,0
5630,160.93,0,0
5631,494.89,0,0
5632,457.4,0,0
5633,1027.77,0,0
5634,243.57,0,0
5635,74.18,0,0
5636,401.76,100.08,0
5637,859.75,0,0
5638,622.72,0,0
5639,63.84,0,0
5640,1333.79,0,0
5641,82.22,0,0
5642,84.55,0,0
5643,1076.57,86.95,0
5644,450.53,106.79,0
5645,144.14,0,0
5646,552.13,233.5,0
5647,149.85,0,0
5648,224.93,221.12,66.85
5649,99.07,0,0
5650,609.87,0,0
5651,156.56,0,0
5652,182.11,165.72,153.22
5653,95.7,0,0
5654,118.72,0,0
5655,392.95,0,0
5656,487.69,0,0
5657,441.28,0,0
5658,417.39,0,0
5659,294.65,176.36,0
5660,85.02,0,0
5661,358.18,112.84,0
5662,780.75,0,0
5663,666.67,69.15,0
5664,134.92,0,0
5665,411.38,0,0
5666,409.44,0,0
5667,103.23,0,0
5668,90.29,0,0
5669,66.31,0,0
5670,435.03,0,0
5671,164.06,128.29,108.59
5672,676.14,0,0
5673,582.21,0,0
5674,91.36,0,0
5675,236.78,221.96,208.76
5676,208.73,169.28,0
5677,796.25,0,0
5678,158.51,0,0
5679,111.41,74.08,0
5680,131.48,0,0
5681,590.2,0,0
5682,618.3,0,0
5683,774.03,0,0
5684,861.77,0,0
5685,547.29,0,0
5686,109.26,0,0
5687,104.07,0,0
5688,762.81,0,0
5689,341.72,145.53,0
5690,1229.05,0,0
5691,581.58,0,0
5692,347.73,0,0
5693,442.39,0,0
5694,87.01,0,0
5695,583.91,0,0
5696,335.46,175.62,0
5697,163.31,0,0
5698,856.74,0,0
5699,151.42,131.27,58.9
5700,656.08,0,0
5701,260.46,237.16,210.34
5702,405.29,0,0
5703,555.58,0,0
5704,199.13,0,0
5705,109.25,64.45,0
5706,845.71,0,0
5707,116.89,0,0
5708,143.63,0,0
5709,431.63,0,0
5710,433.07,0,0
5711,122.96,0,0
5712,82.47,0,0
5713,109.35,70.42,0
5714,704.15,0,0
5715,317.45,0,0
5716,150.24,61.16,0
5717,189.86,0,0
5718,544.69,0,0
5719,147.8,0,0
5720,150.64,0,0
5721,444.43,0,0
5722,353.69,0,0
5723,638.1,0,0
5724,244.31,112.12,80.23
5725,558.35,0,0
5726,110.7,0,0
5727,134.99,0,0
5728,139.38,0,0
5729,906.68,0,0
5730,470.63,0,0
5731,104.19,76.27,0
5732,225.48,221.33,172.79
5733,784.23,0,0
5734,968.32,0,0
5735,333.18,315.96,0
5736,201.8,0,0
5737,515.05,184.12,0
5738,241.28,57.61,0
5739,817.47,0,0
5740,722.5,0,0
5741,68,0,0
5742,121.97,0,0
5743,182.8,0,0
5744,723.1,0,0
5745,132.29,0,0
5746,103.27,0,0
5747,619.69,0,0
5748,372.36,372.28,324.87
5749,590.09,0,0
5750,55.58,0,0
5751,401.81,0,0
5752,585.49,75.4,0
5753,507.54,0,0
5754,223.04,0,0
5755,113.93,0,0
5756,240.72,185.65,147.15
5757,77.56,0,0
5758,123.23,0,0
5759,522.15,0,0
5760,365.41,157.63,0
5761,90.12,0,0
5762,960.56,0,0
5763,687.47,0,0
5764,378.75,308.79,306.71
5765,270.96,56.71,0
5766,509.58,0,0
5767,519.19,0,0
5768,166.99,155.85,0
5769,621.79,0,0
5770,189.99,79.62,72.26
5771,713.95,0,0
5772,102.57,0,0
5773,125.37,0,0
5774,87.42,0,0
5775,112.15,0,0
5776,445.99,0,0
5777,704.51,0,0
5778,803.17,137.21,0
5779,94.08,0,0
5780,409.22,0,0
5781,297.56,0,0
5782,128.5,0,0
5783,400.44,0,0
5784,981.25,0,0
5785,778.28,0,0
5786,84.77,83.93,0
5787,89.51,0,0
5788,1129.34,59.92,0
5789,261.46,118.23,0
5790,375.33,158.4,0
5791,633.02,0,0
5792,274.6,210.61,186.86
5793,382.59,0,0
5794,398.02,182.1,0
5795,309.34,95.26,0
5796,692.02,0,0
5797,65.93,0,0
5798,93.78,0,0
5799,137.83,0,0
5800,385.99,319.98,311.54
5801,63.17,0,0
5802,632.53,0,0
5803,1012.61,0,0
5804,463.47,406.52,323.81
5805,193.77,0,0
5806,478.17,0,0
5807,393.81,274.74,215.04
5808,963.04,0,0
5809,187.89,0,0
5810,121.57,0,0
5811,179.79,0,0
5812,351.24,76.64,0
5813,447.43,0,0
5814,736.98,0,0
5815,406.91,0,0
5816,137.64,77.52,0
5817,708.22,0,0
5818,413.89,0,0
5819,234.9,0,0
5820,207.7,191.5,0
5821,85.42,0,0
5822,91.89,0,0
5823,908.73,0,0
5824,503.6,0,0
5825,514.47,105.43,52.09
5826,692.91,0,0
5827,887.84,0,0
5828,464.83,314.7,278.18
5829,662.52,0,0
5830,434.2,48.71,0
5831,94.17,0,0
5832,265.37,173.02,160.05
5833,172.48,0,0
5834,507.32,394.96,390.66
5835,184.53,0,0
5836,156.24,0,0
5837,396.17,367.43,319.14
5838,285.86,95.17,0
5839,148.14,0,0
5840,568.97,0,0
5841,475.24,0,0
5842,94.92,0,0
5843,402.98,169.88,116.59
5844,392.7,56.94,0
5845,145.58,109.6,0
5846,499.63,242.23,148.99
5847,217.95,0,0
5848,42.64,0,0
5849,93.02,0,0
5850,808.41,96.64,0
5851,363.29,54.66,0
5852,388.13,320.41,208.88
5853,102.38,0,0
5854,529.8,0,0
5855,148.74,0,0
5856,968.27,0,0
5857,229.52,0,0
5858,274.31,0,0
5859,723.98,0,0
5860,351.65,254.75,222.21
5861,654.04,0,0
5862,1133.81,0,0
5863,384.18,0,0
5864,286.08,0,0
5865,182.71,105.81,0
5866,150.99,0,0
5867,198.86,161.45,136.46
5868,408.57,325.12,253.63
5869,401.91,378.71,331.32
5870,398.21,0,0
5871,652.43,57.01,0
5872,510.01,0,0
5873,351.5,0,0
5874,154.91,0,0
5875,754.74,0,0
5876,615.79,97.62,0
5877,100.4,0,0
5878,151.31,0,0
5879,73.74,0,0
5880,97.2,0,0
5881,880.54,0,0
5882,290.18,90.85,85.08
5883,722.36,82.05,0
5884,81.78,0,0
5885,102.18,0,0
5886,314.51,257.2,178.78
5887,224.94,218.3,171.04
5888,785.98,0,0
5889,398.81,92.97,0
5890,334.93,264.47,259.44
5891,86.55,0,0
5892,540.18,0,0
5893,170.05,0,0
5894,397.59,155.29,0
5895,296.68,0,0
5896,397.9,275.28,268.53
5897,277.04,266.97,105.43
5898,101.5,0,0
5899,500.3,0,0
5900,577.97,0,0
5901,701.34,0,0
5902,107.39,0,0
5903,495.63,132.28,0
5904,279.84,199.62,135.93
