Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm),Event Type
123.28,0.0,0.0,0
557.31,0.0,0.0,1
895.9,0.0,0.0,1
896.89,0.0,0.0,1
506.63,251.83,0.0,1
901.59,102.38,0.0,1
500.79,156.11,0.0,1
909.62,121.6,0.0,1
406.25,306.75,0.0,1
69.58,0.0,0.0,0
672.2,243.2,188.55,1
392.65,0.0,0.0,1
879.57,156.04,0.0,1
751.14,0.0,0.0,1
900.57,213.85,0.0,1
230.96,169.16,0.0,1
643.14,215.16,0.0,1
796.34,206.7,0.0,1
255.22,0.0,0.0,1
421.64,0.0,0.0,1
373.56,230.94,0.0,1
497.47,0.0,0.0,1
269.15,216.94,185.79,0
368.69,107.56,0.0,1
627.26,96.78,0.0,1
586.29,0.0,0.0,1
80.25,0.0,0.0,0
744.03,133.56,0.0,1
483.46,46.49,0.0,1
805.86,0.0,0.0,1
114.18,78.3,0.0,0
196.67,0.0,0.0,0
188.17,0.0,0.0,0
110.68,0.0,0.0,0
94.79,0.0,0.0,0
588.56,189.45,183.3,1
93.27,88.11,0.0,0
152.14,0.0,0.0,0
554.4,0.0,0.0,1
234.55,0.0,0.0,0
43.75,0.0,0.0,0
178.85,0.0,0.0,0
181.2,0.0,0.0,0
136.47,133.74,0.0,1
220.23,107.37,0.0,0
580.29,0.0,0.0,1
372.04,0.0,0.0,1
443.09,249.04,220.19,1
881.77,274.4,124.44,1
308.16,0.0,0.0,0
126.32,0.0,0.0,0
71.29,0.0,0.0,0
455.98,133.36,0.0,1
176.42,0.0,0.0,0
129.46,0.0,0.0,0
743.02,0.0,0.0,1
1113.44,0.0,0.0,1
755.8,0.0,0.0,1
453.68,96.63,0.0,1
539.44,0.0,0.0,1
519.76,69.57,0.0,1
779.62,0.0,0.0,1
209.05,0.0,0.0,0
443.39,0.0,0.0,1
190.87,0.0,0.0,0
792.67,65.05,0.0,1
784.43,42.47,0.0,1
96.95,0.0,0.0,0
131.76,122.01,0.0,0
128.91,0.0,0.0,0
260.48,84.01,0.0,1
635.89,221.51,145.79,1
440.33,45.7,0.0,1
282.45,191.8,0.0,0
182.33,97.29,0.0,0
638.3,0.0,0.0,1
235.53,85.58,0.0,0
218.87,205.87,0.0,0
1051.5,309.59,0.0,1
94.48,0.0,0.0,0
206.67,188.26,0.0,0
311.6,0.0,0.0,1
847.11,79.77,0.0,1
382.24,0.0,0.0,0
412.02,259.88,182.72,1
461.04,0.0,0.0,1
413.45,0.0,0.0,1
382.02,235.49,0.0,1
547.41,78.89,0.0,1
357.72,0.0,0.0,1
299.02,0.0,0.0,1
487.05,140.27,0.0,1
124.06,0.0,0.0,0
621.15,109.93,0.0,1
615.25,85.88,0.0,1
539.44,141.65,0.0,1
641.03,0.0,0.0,1
555.61,286.37,90.43,1
691.49,107.74,0.0,1
331.43,0.0,0.0,0
174.73,0.0,0.0,0
442.66,287.24,73.9,1
536.84,0.0,0.0,1
535.17,257.74,120.47,1
125.63,0.0,0.0,0
136.8,0.0,0.0,0
74.9,0.0,0.0,0
278.8,247.04,80.09,0
48.89,0.0,0.0,0
188.37,0.0,0.0,0
102.29,0.0,0.0,0
509.94,180.35,0.0,1
240.95,128.91,124.03,0
829.53,55.05,0.0,1
152.92,0.0,0.0,0
119.04,0.0,0.0,0
1013.49,187.01,0.0,1
712.28,101.04,0.0,1
500.09,0.0,0.0,1
75.35,0.0,0.0,0
469.77,0.0,0.0,1
364.6,0.0,0.0,0
277.43,0.0,0.0,1
167.35,0.0,0.0,0
256.14,0.0,0.0,0
69.83,0.0,0.0,0
310.45,0.0,0.0,1
261.87,198.15,0.0,1
117.38,0.0,0.0,0
274.67,56.14,0.0,1
296.76,110.84,0.0,0
83.77,0.0,0.0,0
617.71,116.1,0.0,1
94.64,0.0,0.0,0
705.73,0.0,0.0,1
75.7,0.0,0.0,0
192.52,0.0,0.0,1
347.31,0.0,0.0,1
369.55,219.6,0.0,0
711.59,411.16,197.77,1
662.39,0.0,0.0,1
75.85,0.0,0.0,0
505.04,0.0,0.0,1
633.21,214.81,77.63,1
486.99,0.0,0.0,1
165.56,162.25,152.85,1
495.46,454.26,289.43,0
674.18,0.0,0.0,1
131.75,0.0,0.0,0
338.86,0.0,0.0,1
437.18,163.1,0.0,1
301.58,267.81,0.0,1
119.22,0.0,0.0,0
257.98,125.05,0.0,1
396.01,211.82,0.0,1
621.5,136.19,0.0,1
788.15,0.0,0.0,1
209.31,159.99,0.0,0
91.19,0.0,0.0,0
716.97,0.0,0.0,1
179.47,0.0,0.0,0
204.71,0.0,0.0,0
287.43,0.0,0.0,0
135.51,0.0,0.0,0
822.21,0.0,0.0,1
319.03,78.32,0.0,1
98.89,0.0,0.0,0
418.49,0.0,0.0,0
582.34,0.0,0.0,1
173.25,0.0,0.0,0
427.92,0.0,0.0,1
606.72,146.55,0.0,1
396.08,0.0,0.0,1
105.87,0.0,0.0,0
111.49,0.0,0.0,0
257.5,0.0,0.0,0
328.8,226.85,0.0,0
221.9,197.36,0.0,1
239.65,0.0,0.0,0
504.78,116.11,0.0,0
493.11,0.0,0.0,1
602.27,0.0,0.0,1
87.74,0.0,0.0,0
520.3,171.55,0.0,1
120.41,0.0,0.0,0
136.52,42.02,0.0,0
146.86,104.19,0.0,0
294.12,0.0,0.0,0
139.3,0.0,0.0,0
270.05,0.0,0.0,0
320.52,126.39,0.0,0
234.68,129.84,0.0,1
124.79,0.0,0.0,0
191.24,0.0,0.0,0
162.49,136.81,95.73,0
543.91,133.4,0.0,1
567.04,0.0,0.0,1
155.11,0.0,0.0,0
61.2,0.0,0.0,0
525.87,89.04,0.0,1
117.3,0.0,0.0,0
206.5,0.0,0.0,0
559.23,41.07,0.0,1
109.74,0.0,0.0,0
450.09,195.52,0.0,1
181.79,89.81,0.0,0
457.05,0.0,0.0,1
437.91,0.0,0.0,1
98.71,0.0,0.0,0
185.99,0.0,0.0,0
98.17,0.0,0.0,0
504.11,0.0,0.0,1
242.59,0.0,0.0,0
164.8,0.0,0.0,0
249.47,0.0,0.0,0
336.57,0.0,0.0,1
808.44,0.0,0.0,1
87.99,0.0,0.0,0
124.62,0.0,0.0,0
806.91,0.0,0.0,1
116.3,0.0,0.0,0
164.64,106.74,0.0,0
329.05,0.0,0.0,1
666.82,0.0,0.0,1
77.9,0.0,0.0,0
42.56,0.0,0.0,0
695.47,0.0,0.0,1
327.23,192.98,95.74,1
801.53,0.0,0.0,1
104.54,0.0,0.0,0
72.4,0.0,0.0,0
902.8,55.04,0.0,1
205.15,0.0,0.0,0
806.39,0.0,0.0,1
102.25,0.0,0.0,0
511.85,246.87,0.0,1
398.69,0.0,0.0,1
106.52,0.0,0.0,0
764.46,0.0,0.0,1
120.06,0.0,0.0,0
276.0,144.72,0.0,0
211.92,0.0,0.0,0
92.24,0.0,0.0,0
861.05,128.69,0.0,1
202.63,0.0,0.0,0
190.79,0.0,0.0,0
162.87,0.0,0.0,0
218.84,142.36,0.0,0
351.42,0.0,0.0,1
334.56,255.07,0.0,1
1420.0,0.0,0.0,0
752.26,0.0,0.0,1
343.45,97.03,65.92,1
475.12,0.0,0.0,1
515.3,120.47,0.0,1
903.23,206.22,0.0,1
467.31,0.0,0.0,1
172.99,0.0,0.0,0
774.74,0.0,0.0,1
588.11,148.66,0.0,1
162.91,0.0,0.0,0
694.44,0.0,0.0,1
43.11,0.0,0.0,0
164.01,102.22,0.0,0
868.02,0.0,0.0,1
435.64,0.0,0.0,1
242.24,0.0,0.0,0
95.92,0.0,0.0,0
85.93,0.0,0.0,0
124.89,52.45,0.0,1
929.44,0.0,0.0,1
550.07,163.16,0.0,1
647.46,114.05,0.0,1
523.44,234.23,109.25,1
411.86,0.0,0.0,1
142.05,0.0,0.0,0
161.22,0.0,0.0,0
175.32,0.0,0.0,0
128.07,0.0,0.0,0
255.84,0.0,0.0,0
157.65,0.0,0.0,1
70.68,0.0,0.0,0
659.99,0.0,0.0,1
777.29,140.32,0.0,1
154.07,0.0,0.0,0
388.43,0.0,0.0,0
642.45,81.74,0.0,1
372.31,127.02,0.0,1
94.06,0.0,0.0,0
122.86,0.0,0.0,0
786.23,0.0,0.0,1
265.19,172.56,0.0,0
678.4,102.13,0.0,1
75.6,0.0,0.0,0
317.69,0.0,0.0,1
142.82,101.26,0.0,0
571.03,0.0,0.0,1
414.96,0.0,0.0,1
779.72,0.0,0.0,1
829.14,66.41,0.0,1
203.71,94.01,0.0,0
79.31,0.0,0.0,0
538.02,0.0,0.0,1
695.5,72.25,0.0,1
114.11,0.0,0.0,0
125.74,0.0,0.0,0
183.45,0.0,0.0,0
288.19,0.0,0.0,0
485.87,0.0,0.0,1
791.53,194.07,0.0,1
105.77,0.0,0.0,0
260.7,225.75,0.0,0
712.17,0.0,0.0,1
92.31,0.0,0.0,0
129.74,0.0,0.0,0
883.74,0.0,0.0,1
261.94,0.0,0.0,0
482.46,0.0,0.0,1
863.0,142.62,0.0,1
210.15,0.0,0.0,0
581.84,0.0,0.0,1
220.77,0.0,0.0,0
569.79,0.0,0.0,0
356.82,0.0,0.0,1
631.56,0.0,0.0,1
159.47,0.0,0.0,0
392.22,242.23,241.68,0
609.8,167.04,46.67,1
117.9,0.0,0.0,0
570.08,95.43,0.0,1
395.16,116.06,0.0,0
417.59,51.25,0.0,1
100.38,0.0,0.0,0
502.8,0.0,0.0,1
370.24,0.0,0.0,1
499.63,193.65,0.0,1
752.02,0.0,0.0,1
945.03,160.41,0.0,1
392.06,74.48,0.0,1
651.04,165.72,137.67,1
95.79,0.0,0.0,0
107.7,0.0,0.0,0
144.04,0.0,0.0,0
312.1,0.0,0.0,0
257.43,0.0,0.0,0
226.01,162.21,0.0,0
220.08,0.0,0.0,0
319.7,313.31,0.0,1
123.94,76.54,0.0,0
237.64,0.0,0.0,0
166.53,0.0,0.0,0
136.55,0.0,0.0,0
114.13,0.0,0.0,0
516.38,114.83,0.0,1
748.17,296.72,90.24,1
681.75,0.0,0.0,1
1059.04,0.0,0.0,1
306.58,199.55,198.98,0
109.07,0.0,0.0,0
509.38,0.0,0.0,0
171.73,0.0,0.0,0
330.39,0.0,0.0,0
87.07,0.0,0.0,0
368.58,0.0,0.0,1
92.63,0.0,0.0,0
256.75,77.29,0.0,0
561.41,257.44,149.95,1
346.65,125.93,0.0,1
305.11,0.0,0.0,1
440.73,198.31,0.0,1
259.08,101.24,0.0,0
154.82,0.0,0.0,0
424.57,121.63,0.0,1
431.95,0.0,0.0,1
232.65,118.07,0.0,0
95.88,0.0,0.0,0
412.38,274.64,0.0,1
356.25,325.53,0.0,1
480.05,0.0,0.0,1
498.75,62.26,0.0,1
119.44,0.0,0.0,0
74.99,0.0,0.0,0
279.53,159.72,0.0,1
236.41,0.0,0.0,1
509.01,123.52,0.0,1
655.76,207.05,0.0,1
138.88,0.0,0.0,0
158.23,0.0,0.0,0
112.46,0.0,0.0,0
442.48,334.32,0.0,1
92.96,0.0,0.0,0
514.38,91.97,0.0,1
962.91,0.0,0.0,1
64.49,0.0,0.0,0
633.92,87.18,0.0,1
139.07,0.0,0.0,0
302.68,63.6,0.0,0
304.58,198.91,0.0,0
253.43,0.0,0.0,0
568.76,0.0,0.0,1
412.32,116.44,0.0,1
237.04,0.0,0.0,1
111.64,0.0,0.0,0
69.12,0.0,0.0,0
170.29,0.0,0.0,0
538.92,82.14,0.0,1
575.43,0.0,0.0,1
227.4,200.25,0.0,0
327.36,96.1,0.0,1
1029.39,0.0,0.0,1
176.32,173.22,102.37,0
719.97,112.99,99.61,1
482.05,0.0,0.0,1
513.0,0.0,0.0,1
203.36,0.0,0.0,0
695.01,0.0,0.0,1
1036.04,81.82,0.0,1
357.75,260.28,0.0,1
72.18,0.0,0.0,0
670.99,0.0,0.0,0
135.43,119.4,0.0,0
159.58,141.77,0.0,0
248.71,0.0,0.0,0
426.21,0.0,0.0,1
342.25,0.0,0.0,1
633.25,105.15,0.0,1
112.78,0.0,0.0,0
418.46,182.35,0.0,1
292.33,139.68,99.66,0
358.84,202.83,0.0,0
353.39,156.84,0.0,0
352.41,0.0,0.0,1
489.66,0.0,0.0,1
667.01,87.91,56.58,1
378.8,117.84,94.17,1
171.62,160.18,0.0,0
669.09,83.45,0.0,1
153.99,0.0,0.0,0
185.5,0.0,0.0,0
508.85,0.0,0.0,1
308.25,299.42,0.0,1
699.56,0.0,0.0,1
501.49,88.32,0.0,1
444.65,282.45,174.59,1
212.55,0.0,0.0,1
113.89,64.04,59.65,0
179.13,163.27,0.0,0
482.47,0.0,0.0,1
840.13,268.88,97.4,1
198.94,0.0,0.0,0
106.82,0.0,0.0,0
117.6,115.24,0.0,1
98.4,0.0,0.0,0
172.89,0.0,0.0,0
487.13,452.35,71.84,1
154.03,0.0,0.0,0
85.65,0.0,0.0,0
390.07,165.44,0.0,1
732.32,0.0,0.0,1
124.09,0.0,0.0,0
103.59,101.9,0.0,0
223.37,219.48,0.0,0
177.07,0.0,0.0,0
782.59,0.0,0.0,1
136.58,0.0,0.0,0
596.54,0.0,0.0,1
499.67,0.0,0.0,1
144.22,0.0,0.0,0
1042.72,105.0,0.0,0
130.69,0.0,0.0,0
71.38,0.0,0.0,0
668.67,44.19,0.0,1
128.06,0.0,0.0,0
112.62,82.01,0.0,0
225.38,188.09,0.0,1
179.88,0.0,0.0,0
879.24,0.0,0.0,1
164.8,0.0,0.0,0
320.55,115.51,0.0,1
360.11,0.0,0.0,1
100.4,0.0,0.0,0
667.61,0.0,0.0,1
263.07,175.39,0.0,1
94.7,0.0,0.0,0
533.67,156.28,0.0,1
262.61,0.0,0.0,1
139.32,0.0,0.0,0
334.44,0.0,0.0,1
374.24,0.0,0.0,1
184.57,0.0,0.0,1
482.71,0.0,0.0,1
402.3,69.26,0.0,1
321.43,50.28,0.0,0
255.7,177.42,0.0,0
102.86,0.0,0.0,0
181.95,0.0,0.0,1
86.16,0.0,0.0,0
228.07,0.0,0.0,0
588.43,157.81,129.89,1
686.29,0.0,0.0,1
607.28,192.18,124.47,1
368.65,0.0,0.0,1
324.07,0.0,0.0,1
86.33,0.0,0.0,0
119.27,0.0,0.0,0
627.09,132.07,88.96,1
92.17,0.0,0.0,0
147.88,0.0,0.0,0
298.87,0.0,0.0,1
131.2,0.0,0.0,0
263.11,0.0,0.0,0
269.71,82.28,0.0,1
454.15,94.48,0.0,1
500.48,172.44,0.0,1
133.62,86.39,0.0,0
157.28,96.91,0.0,0
46.42,0.0,0.0,0
611.24,0.0,0.0,1
340.31,142.42,109.74,0
134.62,0.0,0.0,0
140.39,58.01,0.0,0
362.72,0.0,0.0,1
507.99,0.0,0.0,0
473.93,0.0,0.0,1
157.54,118.52,0.0,0
257.0,0.0,0.0,1
525.29,175.67,0.0,1
322.22,277.39,258.08,1
312.58,0.0,0.0,1
145.35,0.0,0.0,0
146.91,0.0,0.0,0
686.23,227.52,0.0,1
706.63,291.53,81.95,1
458.23,149.9,0.0,1
652.9,0.0,0.0,1
494.31,0.0,0.0,1
528.41,190.34,0.0,1
1208.13,483.14,0.0,1
452.07,228.88,126.52,1
191.5,128.83,0.0,0
579.7,112.34,93.57,1
63.55,0.0,0.0,0
257.71,0.0,0.0,0
103.82,0.0,0.0,0
829.66,0.0,0.0,1
155.86,0.0,0.0,0
378.84,0.0,0.0,1
272.04,266.59,0.0,0
125.54,0.0,0.0,0
342.77,71.7,0.0,1
172.01,167.12,0.0,0
249.68,0.0,0.0,0
374.42,38.96,0.0,1
162.49,0.0,0.0,0
207.09,0.0,0.0,0
160.95,0.0,0.0,0
557.82,343.81,157.97,1
287.11,0.0,0.0,1
185.15,0.0,0.0,0
260.03,181.98,158.33,0
90.91,0.0,0.0,0
105.87,0.0,0.0,0
394.18,0.0,0.0,0
238.23,81.08,0.0,1
71.78,0.0,0.0,0
489.72,91.46,0.0,1
112.44,0.0,0.0,0
305.93,73.14,0.0,1
40.25,0.0,0.0,0
178.86,159.7,0.0,0
985.24,0.0,0.0,1
189.4,0.0,0.0,0
544.14,0.0,0.0,1
541.3,195.01,0.0,1
106.86,0.0,0.0,0
613.85,138.04,134.58,1
440.11,126.82,0.0,1
353.49,57.75,0.0,1
601.61,0.0,0.0,1
184.21,72.67,0.0,0
269.98,0.0,0.0,1
659.79,0.0,0.0,1
664.96,0.0,0.0,1
191.21,0.0,0.0,0
222.93,0.0,0.0,0
68.48,0.0,0.0,0
96.5,0.0,0.0,0
585.8,567.67,315.76,1
154.24,0.0,0.0,0
501.68,0.0,0.0,1
436.01,0.0,0.0,1
769.53,0.0,0.0,1
894.97,0.0,0.0,1
276.23,197.44,106.99,0
362.21,255.74,181.02,0
143.03,0.0,0.0,0
273.1,197.42,0.0,0
237.78,177.58,0.0,0
53.57,0.0,0.0,0
70.41,0.0,0.0,0
552.28,99.8,0.0,1
228.17,0.0,0.0,0
94.26,0.0,0.0,0
668.66,0.0,0.0,1
430.54,127.49,0.0,1
320.51,0.0,0.0,1
139.37,81.74,0.0,0
112.58,0.0,0.0,0
446.66,193.89,94.3,1
709.03,0.0,0.0,1
221.19,0.0,0.0,0
56.47,0.0,0.0,0
537.3,0.0,0.0,1
919.6,0.0,0.0,1
245.68,184.8,184.21,1
1081.03,0.0,0.0,1
146.7,0.0,0.0,0
42.48,0.0,0.0,0
391.51,0.0,0.0,1
258.2,181.16,0.0,0
273.57,0.0,0.0,0
222.6,0.0,0.0,0
201.25,0.0,0.0,0
682.69,0.0,0.0,1
452.66,432.67,161.87,1
691.9,0.0,0.0,1
82.68,0.0,0.0,0
154.08,0.0,0.0,0
85.57,0.0,0.0,0
906.63,0.0,0.0,1
461.12,365.99,152.39,1
565.66,290.31,0.0,1
674.43,199.35,0.0,1
179.43,161.54,114.79,0
228.83,0.0,0.0,0
96.15,0.0,0.0,0
69.44,0.0,0.0,0
160.74,0.0,0.0,0
136.72,130.01,0.0,0
56.19,0.0,0.0,0
411.9,0.0,0.0,1
464.5,0.0,0.0,1
213.32,38.07,0.0,1
299.84,0.0,0.0,0
708.36,0.0,0.0,1
523.31,109.56,0.0,1
728.44,0.0,0.0,1
332.51,230.89,136.91,0
115.63,0.0,0.0,0
122.61,0.0,0.0,0
136.1,0.0,0.0,0
306.17,245.53,216.79,0
91.13,0.0,0.0,0
213.3,0.0,0.0,0
712.71,62.73,0.0,1
309.06,0.0,0.0,0
410.68,117.14,0.0,1
264.41,0.0,0.0,0
91.67,0.0,0.0,0
442.73,344.73,0.0,1
284.12,0.0,0.0,1
156.11,126.15,0.0,0
152.68,0.0,0.0,0
703.34,0.0,0.0,1
212.12,175.68,0.0,0
596.63,0.0,0.0,1
421.58,148.47,0.0,1
317.31,0.0,0.0,1
95.94,0.0,0.0,0
81.21,0.0,0.0,0
1204.41,0.0,0.0,1
441.34,186.82,137.23,1
139.86,0.0,0.0,0
159.72,0.0,0.0,0
144.03,0.0,0.0,0
717.07,280.89,241.88,1
660.91,270.95,112.25,1
237.32,0.0,0.0,0
260.59,217.59,0.0,1
146.02,0.0,0.0,0
771.57,205.41,0.0,1
394.63,0.0,0.0,1
298.37,0.0,0.0,1
634.5,95.42,0.0,1
221.58,0.0,0.0,0
841.46,87.0,0.0,1
74.06,0.0,0.0,0
527.57,249.58,0.0,1
248.09,146.48,0.0,0
446.81,0.0,0.0,1
83.29,0.0,0.0,0
747.16,316.91,102.66,1
431.95,147.61,0.0,1
225.19,60.61,0.0,0
555.55,124.93,0.0,1
74.32,0.0,0.0,0
66.14,0.0,0.0,0
530.81,0.0,0.0,1
455.71,0.0,0.0,1
68.91,0.0,0.0,0
422.57,0.0,0.0,1
132.89,0.0,0.0,0
442.23,298.71,184.69,1
441.35,0.0,0.0,1
110.91,87.26,0.0,0
288.49,118.11,0.0,0
118.82,102.49,0.0,0
202.12,0.0,0.0,0
95.15,0.0,0.0,0
421.27,198.68,0.0,1
318.8,180.95,0.0,1
557.53,233.51,117.21,0
711.96,0.0,0.0,1
1062.66,0.0,0.0,1
879.68,0.0,0.0,1
75.7,0.0,0.0,0
120.43,0.0,0.0,0
190.09,0.0,0.0,0
848.49,0.0,0.0,1
171.6,0.0,0.0,0
105.09,0.0,0.0,0
286.89,259.59,0.0,0
1388.45,309.71,143.64,1
170.45,0.0,0.0,0
312.96,216.63,164.33,1
223.8,211.43,0.0,0
274.07,182.56,162.08,0
913.42,218.05,0.0,1
381.73,0.0,0.0,1
547.66,100.12,0.0,1
182.5,0.0,0.0,1
86.91,0.0,0.0,0
185.41,0.0,0.0,0
509.39,276.53,0.0,1
163.56,83.59,0.0,1
644.81,0.0,0.0,1
281.04,0.0,0.0,0
137.95,0.0,0.0,0
161.81,0.0,0.0,0
474.18,0.0,0.0,1
371.33,161.6,0.0,0
142.78,0.0,0.0,0
324.83,185.7,0.0,0
367.88,0.0,0.0,0
106.5,0.0,0.0,0
617.16,201.96,0.0,1
262.15,82.38,0.0,0
797.95,0.0,0.0,1
819.16,438.73,184.91,1
708.13,40.13,0.0,1
190.11,0.0,0.0,0
266.32,259.54,229.95,0
116.3,0.0,0.0,1
446.35,0.0,0.0,1
203.48,148.51,0.0,0
182.22,0.0,0.0,0
203.13,0.0,0.0,0
1009.99,244.19,0.0,1
214.1,0.0,0.0,0
115.3,0.0,0.0,0
240.84,0.0,0.0,0
362.46,0.0,0.0,0
188.12,94.89,88.96,0
707.66,0.0,0.0,1
1135.1,0.0,0.0,1
810.27,155.85,0.0,1
272.12,150.2,0.0,0
225.6,0.0,0.0,1
324.02,0.0,0.0,1
656.9,0.0,0.0,1
74.33,0.0,0.0,0
378.37,86.41,0.0,1
711.45,144.66,112.14,1
397.0,177.08,0.0,1
688.86,358.08,154.19,1
103.33,0.0,0.0,0
118.91,0.0,0.0,0
53.33,0.0,0.0,0
181.52,0.0,0.0,0
63.96,0.0,0.0,0
373.16,0.0,0.0,1
208.1,0.0,0.0,0
101.12,0.0,0.0,0
703.02,0.0,0.0,1
387.8,0.0,0.0,0
635.01,0.0,0.0,1
99.59,0.0,0.0,0
884.56,306.9,0.0,1
431.62,44.5,0.0,1
175.83,0.0,0.0,0
450.21,0.0,0.0,1
660.34,0.0,0.0,1
708.71,91.55,0.0,1
487.51,157.76,0.0,1
128.99,0.0,0.0,0
196.26,0.0,0.0,0
1065.43,0.0,0.0,1
115.98,0.0,0.0,0
613.42,0.0,0.0,1
801.2,0.0,0.0,1
498.37,344.58,267.69,1
1094.41,199.9,189.35,1
146.61,0.0,0.0,0
249.26,201.8,0.0,0
587.58,0.0,0.0,1
180.49,0.0,0.0,0
588.72,0.0,0.0,1
236.54,0.0,0.0,1
504.03,0.0,0.0,1
283.04,0.0,0.0,0
431.53,133.18,0.0,1
954.95,0.0,0.0,1
136.11,0.0,0.0,0
147.72,129.58,111.64,0
483.23,0.0,0.0,1
102.05,0.0,0.0,0
139.38,0.0,0.0,0
547.6,0.0,0.0,1
141.87,0.0,0.0,0
449.76,361.72,170.43,0
474.97,0.0,0.0,1
460.36,170.52,0.0,1
411.56,130.4,116.58,1
349.84,0.0,0.0,1
388.15,177.02,0.0,1
160.55,0.0,0.0,0
456.68,88.66,0.0,1
514.84,188.17,0.0,1
136.43,0.0,0.0,0
617.79,201.88,0.0,1
162.22,0.0,0.0,0
159.42,0.0,0.0,0
144.62,130.17,0.0,0
268.99,263.61,123.1,1
96.4,0.0,0.0,0
428.12,65.33,0.0,1
206.57,0.0,0.0,0
513.34,0.0,0.0,1
452.15,0.0,0.0,1
115.03,0.0,0.0,0
218.34,0.0,0.0,0
251.54,0.0,0.0,0
65.29,0.0,0.0,0
608.43,166.88,84.33,1
253.06,0.0,0.0,0
454.41,183.68,0.0,1
176.64,0.0,0.0,0
208.16,190.62,0.0,0
783.03,247.29,0.0,1
324.14,83.71,0.0,1
308.63,0.0,0.0,0
46.34,0.0,0.0,0
757.18,238.96,0.0,1
114.18,0.0,0.0,0
615.96,0.0,0.0,1
238.75,0.0,0.0,1
320.19,0.0,0.0,0
816.63,0.0,0.0,1
1073.41,0.0,0.0,1
193.43,0.0,0.0,0
78.99,0.0,0.0,0
185.33,0.0,0.0,0
147.98,145.02,144.49,1
463.01,369.49,265.41,1
399.24,0.0,0.0,1
680.34,206.41,73.4,1
155.74,0.0,0.0,0
99.18,0.0,0.0,0
493.6,418.34,0.0,1
149.24,0.0,0.0,0
86.61,64.0,0.0,0
645.03,115.38,0.0,1
172.8,0.0,0.0,0
379.87,146.67,0.0,1
428.42,0.0,0.0,1
437.58,62.89,0.0,1
93.27,0.0,0.0,0
138.43,0.0,0.0,0
764.13,106.13,0.0,1
115.86,106.28,0.0,0
118.39,0.0,0.0,0
110.36,0.0,0.0,0
87.26,0.0,0.0,0
254.92,167.64,0.0,0
492.05,122.36,0.0,1
104.42,0.0,0.0,0
441.76,0.0,0.0,0
525.63,154.01,0.0,1
136.86,0.0,0.0,0
366.96,0.0,0.0,1
607.51,70.0,0.0,1
240.03,0.0,0.0,1
77.08,0.0,0.0,0
541.37,421.55,300.09,0
147.56,0.0,0.0,0
81.72,0.0,0.0,0
480.19,0.0,0.0,1
463.01,0.0,0.0,1
101.53,0.0,0.0,0
168.79,0.0,0.0,0
699.51,0.0,0.0,1
932.58,0.0,0.0,1
301.3,0.0,0.0,0
769.38,403.83,0.0,1
184.96,0.0,0.0,0
158.51,113.99,0.0,0
408.1,151.93,112.28,1
151.66,93.65,0.0,0
81.51,0.0,0.0,0
638.65,0.0,0.0,1
195.1,0.0,0.0,0
186.57,119.71,67.34,0
744.12,233.48,0.0,1
92.5,0.0,0.0,0
864.69,0.0,0.0,1
72.92,0.0,0.0,0
455.54,59.2,0.0,1
187.74,77.22,0.0,0
164.07,155.89,152.28,0
79.88,0.0,0.0,0
430.92,0.0,0.0,0
146.12,0.0,0.0,0
575.65,0.0,0.0,1
663.22,188.99,0.0,1
418.61,0.0,0.0,0
419.98,0.0,0.0,1
413.95,0.0,0.0,1
246.87,136.14,0.0,1
182.39,0.0,0.0,0
345.76,216.25,180.26,1
846.52,155.34,0.0,1
321.98,223.65,0.0,0
88.91,0.0,0.0,0
128.82,0.0,0.0,0
75.64,0.0,0.0,0
202.77,0.0,0.0,1
689.26,66.31,0.0,1
87.8,0.0,0.0,0
87.05,0.0,0.0,0
711.41,0.0,0.0,1
741.93,0.0,0.0,1
608.15,0.0,0.0,1
482.98,151.37,0.0,1
476.0,117.49,0.0,1
930.28,0.0,0.0,1
461.87,104.72,0.0,1
90.6,0.0,0.0,0
550.94,0.0,0.0,1
175.52,0.0,0.0,0
273.83,125.45,0.0,0
184.13,0.0,0.0,0
427.48,142.33,0.0,1
334.31,157.67,0.0,1
141.51,0.0,0.0,0
572.86,92.18,0.0,1
109.44,0.0,0.0,0
349.73,0.0,0.0,1
597.11,403.68,364.38,1
773.92,0.0,0.0,1
781.86,0.0,0.0,1
561.95,0.0,0.0,1
438.64,74.27,0.0,1
104.32,0.0,0.0,0
812.16,0.0,0.0,1
160.15,0.0,0.0,0
179.95,119.65,0.0,0
121.63,0.0,0.0,0
682.37,0.0,0.0,1
72.46,0.0,0.0,0
1154.47,0.0,0.0,1
235.67,81.07,61.69,0
140.5,73.91,0.0,0
150.76,0.0,0.0,0
71.54,0.0,0.0,0
134.3,0.0,0.0,0
126.4,0.0,0.0,0
148.89,0.0,0.0,0
91.25,0.0,0.0,0
526.66,0.0,0.0,1
502.0,0.0,0.0,1
680.31,175.05,101.19,1
467.68,0.0,0.0,1
369.02,0.0,0.0,0
803.75,0.0,0.0,1
366.82,160.04,0.0,1
107.48,0.0,0.0,0
588.84,183.59,0.0,1
405.56,0.0,0.0,1
251.68,0.0,0.0,0
188.62,144.9,0.0,0
671.75,0.0,0.0,1
908.1,89.27,0.0,1
217.6,0.0,0.0,0
505.43,0.0,0.0,1
374.48,176.73,0.0,0
