Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm),Event Type
311.14,146.05,62.86,1
577.86,79.2,0.0,1
171.09,0.0,0.0,0
43.41,0.0,0.0,0
421.56,287.29,0.0,1
304.42,0.0,0.0,1
714.9,0.0,0.0,1
196.85,148.8,132.35,0
587.28,0.0,0.0,1
406.68,95.33,64.39,1
963.51,193.53,0.0,1
87.31,0.0,0.0,0
88.27,0.0,0.0,0
214.36,59.16,0.0,0
85.98,0.0,0.0,0
625.21,530.3,0.0,1
679.25,325.64,145.2,1
165.1,0.0,0.0,0
210.1,202.67,190.26,0
499.61,0.0,0.0,1
266.81,147.56,0.0,0
212.16,0.0,0.0,1
119.13,0.0,0.0,0
149.69,0.0,0.0,0
600.46,90.68,74.75,1
760.52,96.65,0.0,1
216.65,0.0,0.0,0
556.29,0.0,0.0,1
109.38,0.0,0.0,0
334.48,327.79,268.38,1
201.32,0.0,0.0,0
296.87,0.0,0.0,1
305.46,159.56,0.0,1
325.39,0.0,0.0,1
96.21,0.0,0.0,0
96.59,0.0,0.0,0
545.47,112.04,0.0,1
595.76,100.26,0.0,1
291.26,125.77,0.0,1
126.78,0.0,0.0,0
687.67,209.33,0.0,1
361.48,0.0,0.0,1
218.04,0.0,0.0,0
810.99,0.0,0.0,1
177.48,0.0,0.0,0
749.56,0.0,0.0,1
607.9,88.58,0.0,1
136.0,0.0,0.0,0
361.01,294.33,102.24,1
193.86,0.0,0.0,0
443.9,284.43,0.0,1
52.68,0.0,0.0,0
132.45,64.05,0.0,0
113.5,0.0,0.0,0
651.92,183.96,0.0,1
282.84,155.58,60.33,1
96.67,0.0,0.0,0
52.14,0.0,0.0,0
485.55,83.95,0.0,1
588.66,195.6,0.0,1
756.35,0.0,0.0,1
88.85,0.0,0.0,0
484.7,0.0,0.0,0
231.62,0.0,0.0,1
107.91,0.0,0.0,0
158.99,0.0,0.0,0
614.16,0.0,0.0,1
76.92,0.0,0.0,0
890.16,0.0,0.0,1
613.93,59.76,0.0,1
631.82,286.58,140.76,1
154.89,0.0,0.0,0
209.29,112.48,0.0,0
274.53,148.77,0.0,1
172.96,0.0,0.0,0
189.75,0.0,0.0,0
328.06,136.78,0.0,1
97.7,0.0,0.0,0
543.67,189.69,106.16,1
689.38,0.0,0.0,1
224.52,142.99,0.0,0
812.0,194.76,0.0,1
197.45,0.0,0.0,0
143.84,0.0,0.0,1
155.58,0.0,0.0,0
319.53,155.12,0.0,0
175.2,0.0,0.0,0
142.23,119.76,0.0,0
196.56,171.27,0.0,0
145.77,0.0,0.0,0
306.25,300.12,298.58,1
193.3,178.61,126.33,0
658.47,0.0,0.0,1
755.24,173.65,52.13,1
140.55,0.0,0.0,0
249.17,104.97,0.0,1
854.51,0.0,0.0,1
462.09,0.0,0.0,1
448.12,120.75,0.0,1
176.27,0.0,0.0,0
769.08,142.26,0.0,1
764.89,0.0,0.0,1
222.76,0.0,0.0,0
812.83,176.37,96.26,1
202.49,0.0,0.0,0
688.34,0.0,0.0,1
176.76,0.0,0.0,0
512.48,121.59,0.0,1
144.03,0.0,0.0,0
572.27,0.0,0.0,1
103.65,0.0,0.0,0
304.55,0.0,0.0,0
441.2,0.0,0.0,1
546.75,0.0,0.0,1
696.95,0.0,0.0,0
140.03,0.0,0.0,0
1119.4,0.0,0.0,0
218.68,71.32,0.0,0
205.09,0.0,0.0,0
430.76,63.67,49.3,1
880.15,192.66,0.0,1
62.0,0.0,0.0,0
172.15,0.0,0.0,0
126.96,0.0,0.0,0
578.15,0.0,0.0,1
975.05,0.0,0.0,1
116.61,0.0,0.0,0
542.76,97.69,0.0,1
89.45,0.0,0.0,0
745.57,0.0,0.0,1
293.75,0.0,0.0,1
166.91,165.86,0.0,0
194.98,174.65,108.16,0
355.38,0.0,0.0,1
474.86,0.0,0.0,1
225.96,0.0,0.0,0
85.49,0.0,0.0,0
414.98,0.0,0.0,1
624.69,0.0,0.0,1
219.36,133.6,0.0,0
80.62,0.0,0.0,0
655.25,0.0,0.0,1
208.84,139.74,0.0,0
92.34,0.0,0.0,0
135.57,0.0,0.0,0
477.11,0.0,0.0,1
142.47,85.8,0.0,0
733.71,157.43,0.0,1
316.14,0.0,0.0,1
465.18,0.0,0.0,1
296.79,230.03,132.38,0
117.82,0.0,0.0,0
267.54,0.0,0.0,0
656.8,210.83,0.0,1
138.87,0.0,0.0,0
815.32,66.32,0.0,1
390.74,0.0,0.0,1
109.9,0.0,0.0,0
140.13,0.0,0.0,0
378.84,0.0,0.0,1
122.2,0.0,0.0,0
62.11,0.0,0.0,0
128.31,0.0,0.0,0
880.94,0.0,0.0,1
294.48,0.0,0.0,1
85.26,0.0,0.0,0
529.13,295.54,241.27,1
315.58,0.0,0.0,1
219.7,0.0,0.0,0
128.76,0.0,0.0,0
372.54,0.0,0.0,1
167.73,0.0,0.0,0
456.85,0.0,0.0,1
534.81,203.88,0.0,1
902.59,0.0,0.0,1
553.7,153.39,0.0,1
254.68,0.0,0.0,0
474.14,0.0,0.0,1
148.29,0.0,0.0,0
775.19,241.5,111.88,1
161.75,0.0,0.0,0
393.41,122.47,88.77,1
639.02,0.0,0.0,1
255.54,0.0,0.0,1
313.47,115.22,0.0,1
138.05,0.0,0.0,0
157.19,0.0,0.0,0
274.18,0.0,0.0,0
484.61,0.0,0.0,1
377.83,0.0,0.0,0
82.88,0.0,0.0,0
417.73,0.0,0.0,1
87.73,42.29,0.0,0
185.5,0.0,0.0,0
632.75,0.0,0.0,1
409.09,0.0,0.0,1
461.81,376.12,119.59,1
67.66,0.0,0.0,0
101.88,0.0,0.0,0
114.27,0.0,0.0,0
834.59,273.11,0.0,1
460.6,0.0,0.0,1
709.24,105.21,0.0,1
793.66,0.0,0.0,1
520.56,110.21,0.0,1
153.63,111.83,0.0,0
448.59,404.14,395.92,1
580.79,0.0,0.0,1
303.69,177.62,85.89,0
423.33,0.0,0.0,1
133.67,0.0,0.0,0
408.53,315.65,240.72,0
90.46,0.0,0.0,0
113.37,0.0,0.0,0
521.92,116.43,0.0,1
717.25,0.0,0.0,1
132.57,97.09,82.57,0
764.13,138.24,0.0,0
944.69,0.0,0.0,1
176.44,0.0,0.0,0
211.08,0.0,0.0,0
159.58,0.0,0.0,0
205.36,163.08,0.0,0
447.48,0.0,0.0,1
362.57,0.0,0.0,1
327.59,218.77,0.0,1
412.16,132.53,0.0,1
180.01,0.0,0.0,0
498.8,210.11,204.51,1
706.81,221.1,0.0,1
290.08,178.98,0.0,1
478.08,285.39,138.4,1
521.8,0.0,0.0,1
802.31,0.0,0.0,1
241.95,0.0,0.0,0
935.65,0.0,0.0,1
109.75,0.0,0.0,0
129.76,0.0,0.0,0
114.0,0.0,0.0,0
386.46,0.0,0.0,1
202.17,0.0,0.0,0
87.69,56.17,0.0,0
857.05,161.49,0.0,1
179.14,0.0,0.0,0
210.19,0.0,0.0,0
891.44,241.88,0.0,1
375.21,0.0,0.0,1
144.5,0.0,0.0,0
637.02,0.0,0.0,1
138.81,0.0,0.0,0
513.96,0.0,0.0,1
229.85,72.04,0.0,1
890.46,90.76,0.0,1
268.67,198.74,158.26,0
226.19,0.0,0.0,0
214.37,0.0,0.0,0
365.5,0.0,0.0,1
163.58,0.0,0.0,0
564.78,144.7,0.0,1
420.68,0.0,0.0,1
202.16,0.0,0.0,0
513.73,0.0,0.0,1
121.18,0.0,0.0,0
891.58,165.0,0.0,1
227.46,218.8,92.94,0
124.04,0.0,0.0,0
555.53,94.46,0.0,1
585.83,0.0,0.0,1
349.54,0.0,0.0,1
163.26,104.61,0.0,0
364.28,0.0,0.0,1
40.78,0.0,0.0,0
905.54,111.03,0.0,1
617.52,166.9,131.22,1
112.06,0.0,0.0,0
767.77,0.0,0.0,1
294.81,288.92,165.4,1
60.77,0.0,0.0,0
384.98,115.95,0.0,1
155.86,0.0,0.0,0
246.02,198.19,0.0,0
115.14,0.0,0.0,0
99.32,0.0,0.0,0
415.24,0.0,0.0,0
222.74,0.0,0.0,0
332.66,289.76,0.0,1
346.17,336.94,152.9,1
367.79,0.0,0.0,1
625.33,0.0,0.0,1
201.34,0.0,0.0,0
399.83,0.0,0.0,0
437.59,80.56,0.0,1
95.8,0.0,0.0,0
201.68,65.83,0.0,0
190.61,111.71,0.0,0
225.72,159.26,0.0,0
130.12,0.0,0.0,0
457.94,0.0,0.0,1
78.87,0.0,0.0,0
130.01,0.0,0.0,0
326.58,0.0,0.0,1
333.83,237.22,0.0,1
708.77,0.0,0.0,1
286.35,0.0,0.0,0
560.52,0.0,0.0,1
417.98,97.31,0.0,1
124.13,0.0,0.0,0
143.44,0.0,0.0,0
577.36,135.33,0.0,1
195.74,0.0,0.0,0
771.66,198.63,0.0,1
370.7,0.0,0.0,1
725.76,0.0,0.0,1
61.75,0.0,0.0,0
285.54,0.0,0.0,0
281.63,0.0,0.0,0
704.77,134.67,0.0,1
112.12,72.7,0.0,0
108.07,0.0,0.0,0
446.89,0.0,0.0,1
411.97,155.73,142.09,1
97.69,0.0,0.0,0
617.65,189.86,0.0,1
117.37,0.0,0.0,0
817.75,474.33,0.0,1
113.84,0.0,0.0,0
175.89,0.0,0.0,0
105.98,0.0,0.0,0
637.35,0.0,0.0,1
143.11,0.0,0.0,0
754.92,59.41,0.0,1
177.54,0.0,0.0,0
837.59,0.0,0.0,1
903.13,55.45,0.0,1
330.47,237.68,107.17,1
100.64,0.0,0.0,0
1017.5,0.0,0.0,1
98.61,0.0,0.0,0
432.37,0.0,0.0,1
817.14,0.0,0.0,1
249.8,0.0,0.0,0
477.95,227.65,208.2,1
1056.52,200.41,0.0,1
137.02,0.0,0.0,0
415.22,102.45,0.0,1
785.38,0.0,0.0,1
761.58,111.01,0.0,1
394.8,0.0,0.0,1
205.09,71.9,0.0,1
86.38,0.0,0.0,0
171.64,0.0,0.0,0
54.44,0.0,0.0,0
297.54,198.83,73.27,1
481.21,42.44,0.0,1
279.19,0.0,0.0,1
302.12,0.0,0.0,0
692.73,157.18,0.0,1
202.25,198.21,76.89,1
291.03,0.0,0.0,1
84.63,0.0,0.0,0
103.03,0.0,0.0,0
722.49,0.0,0.0,1
99.43,98.99,0.0,0
333.48,154.91,0.0,1
271.37,0.0,0.0,0
133.76,0.0,0.0,0
101.12,0.0,0.0,0
383.9,344.72,0.0,0
83.83,0.0,0.0,0
124.71,0.0,0.0,0
203.07,0.0,0.0,0
67.96,0.0,0.0,0
1061.34,374.95,179.1,1
71.35,0.0,0.0,0
233.02,201.69,200.33,0
108.19,0.0,0.0,0
334.68,0.0,0.0,0
323.46,0.0,0.0,0
100.36,0.0,0.0,0
612.77,147.07,134.13,1
168.5,0.0,0.0,0
270.49,165.67,0.0,1
213.71,0.0,0.0,1
122.31,0.0,0.0,0
308.52,0.0,0.0,1
96.78,82.54,0.0,0
500.2,283.1,0.0,1
390.67,0.0,0.0,1
550.59,256.92,0.0,1
106.98,0.0,0.0,0
1037.72,0.0,0.0,1
457.01,0.0,0.0,1
658.57,0.0,0.0,1
47.81,0.0,0.0,0
761.27,49.29,0.0,1
95.86,0.0,0.0,0
319.56,249.32,150.93,0
195.82,165.88,0.0,0
1058.8,113.57,0.0,1
181.08,0.0,0.0,0
184.84,163.83,0.0,0
562.53,0.0,0.0,1
332.01,0.0,0.0,0
113.41,0.0,0.0,0
150.6,82.99,0.0,0
94.27,0.0,0.0,0
313.5,132.33,118.28,0
487.98,0.0,0.0,1
162.43,0.0,0.0,0
427.34,77.15,0.0,1
148.96,0.0,0.0,0
206.65,184.11,0.0,0
410.58,0.0,0.0,1
121.06,0.0,0.0,0
162.36,0.0,0.0,0
433.61,0.0,0.0,1
107.78,0.0,0.0,0
467.57,0.0,0.0,1
133.3,0.0,0.0,0
337.68,0.0,0.0,0
794.05,0.0,0.0,1
258.14,0.0,0.0,0
96.48,0.0,0.0,0
115.35,0.0,0.0,0
566.78,0.0,0.0,1
393.48,244.15,60.06,1
475.48,176.32,77.38,1
210.35,101.68,0.0,0
207.48,0.0,0.0,0
523.01,0.0,0.0,1
340.55,153.08,0.0,1
135.01,0.0,0.0,0
147.61,0.0,0.0,0
178.71,114.05,68.22,0
179.89,104.92,0.0,0
186.08,0.0,0.0,0
400.17,136.4,0.0,1
608.63,132.29,0.0,1
170.7,0.0,0.0,0
1362.16,0.0,0.0,1
259.73,185.06,172.65,0
415.66,150.51,0.0,1
94.17,82.09,0.0,0
1146.44,106.88,0.0,1
155.04,0.0,0.0,0
166.78,0.0,0.0,0
58.86,0.0,0.0,0
312.64,91.72,0.0,1
818.61,0.0,0.0,0
402.37,0.0,0.0,1
155.44,0.0,0.0,0
728.56,118.06,0.0,1
439.06,0.0,0.0,1
530.27,129.94,0.0,1
377.83,228.87,0.0,0
808.64,153.82,0.0,1
748.71,0.0,0.0,1
95.58,0.0,0.0,0
958.69,212.89,0.0,1
623.92,156.87,0.0,1
533.62,522.95,328.54,1
95.24,0.0,0.0,0
302.55,0.0,0.0,1
632.7,0.0,0.0,0
74.49,55.76,0.0,0
501.64,0.0,0.0,1
789.09,0.0,0.0,1
343.81,289.01,172.49,1
163.41,0.0,0.0,0
134.07,0.0,0.0,0
333.04,305.69,0.0,1
255.02,0.0,0.0,0
521.24,451.21,0.0,1
328.58,127.24,89.46,1
567.51,104.0,0.0,1
233.08,228.42,0.0,1
140.44,0.0,0.0,0
561.37,284.79,77.98,1
412.58,142.25,0.0,1
504.48,188.49,154.11,1
145.2,0.0,0.0,1
1003.92,0.0,0.0,1
101.28,0.0,0.0,0
218.46,0.0,0.0,0
617.04,0.0,0.0,1
693.14,0.0,0.0,1
149.95,87.21,0.0,0
157.29,0.0,0.0,0
130.74,0.0,0.0,0
544.57,222.3,0.0,0
501.63,0.0,0.0,1
391.79,51.75,0.0,1
246.69,0.0,0.0,0
87.7,0.0,0.0,0
490.58,0.0,0.0,1
637.9,0.0,0.0,1
121.55,0.0,0.0,0
482.6,0.0,0.0,1
456.16,137.79,0.0,1
181.65,0.0,0.0,0
133.92,0.0,0.0,0
171.04,0.0,0.0,0
844.62,49.41,0.0,1
175.41,0.0,0.0,0
244.83,168.88,0.0,0
139.02,0.0,0.0,0
90.94,0.0,0.0,0
548.13,0.0,0.0,1
94.47,0.0,0.0,0
608.46,497.09,0.0,1
223.74,136.9,0.0,0
603.78,71.98,0.0,1
207.25,0.0,0.0,0
762.11,0.0,0.0,1
393.15,0.0,0.0,1
424.64,0.0,0.0,1
62.11,0.0,0.0,0
211.86,0.0,0.0,0
314.31,53.2,0.0,1
302.05,0.0,0.0,1
405.5,259.98,148.12,1
343.23,336.36,336.36,1
289.12,0.0,0.0,1
201.34,82.58,0.0,1
611.77,61.83,0.0,1
224.48,0.0,0.0,0
371.69,322.54,215.91,1
499.85,0.0,0.0,0
138.09,0.0,0.0,0
255.72,0.0,0.0,0
554.07,0.0,0.0,1
531.87,152.24,0.0,1
496.79,228.51,0.0,1
516.66,141.25,0.0,1
123.07,117.52,58.85,0
571.4,52.25,0.0,1
192.68,0.0,0.0,0
293.51,0.0,0.0,1
149.47,0.0,0.0,0
674.4,0.0,0.0,1
923.85,135.7,64.52,1
200.27,0.0,0.0,0
80.52,0.0,0.0,0
400.27,157.18,84.19,1
356.32,240.7,165.55,0
922.05,198.36,0.0,1
898.1,0.0,0.0,1
82.19,0.0,0.0,0
447.01,0.0,0.0,1
84.51,0.0,0.0,0
503.9,55.37,0.0,1
301.43,0.0,0.0,0
374.2,132.75,126.77,0
242.18,0.0,0.0,1
95.77,0.0,0.0,0
476.19,0.0,0.0,1
289.24,198.68,156.65,0
165.28,0.0,0.0,0
791.55,0.0,0.0,1
283.17,252.71,149.23,0
228.25,0.0,0.0,0
142.78,0.0,0.0,0
175.57,0.0,0.0,0
72.3,0.0,0.0,0
684.16,0.0,0.0,1
53.28,0.0,0.0,0
175.16,0.0,0.0,0
205.86,0.0,0.0,0
148.45,0.0,0.0,0
449.03,0.0,0.0,1
239.1,0.0,0.0,1
134.78,0.0,0.0,0
114.57,0.0,0.0,0
691.39,0.0,0.0,1
218.93,214.55,214.55,1
495.12,122.79,0.0,1
562.22,0.0,0.0,1
178.47,0.0,0.0,0
172.19,82.18,0.0,0
312.92,0.0,0.0,1
675.36,115.06,0.0,1
699.21,139.08,0.0,1
450.46,438.52,0.0,1
466.87,214.21,96.33,1
927.97,728.03,377.98,1
169.74,0.0,0.0,0
401.27,0.0,0.0,1
50.43,0.0,0.0,0
113.51,0.0,0.0,0
208.26,0.0,0.0,0
62.17,0.0,0.0,0
123.79,0.0,0.0,0
287.23,0.0,0.0,1
109.24,0.0,0.0,0
280.22,146.81,0.0,0
288.36,0.0,0.0,1
141.09,0.0,0.0,0
354.37,0.0,0.0,1
931.5,187.37,162.49,1
985.12,217.27,0.0,1
247.71,0.0,0.0,0
258.27,115.02,0.0,0
542.8,0.0,0.0,1
985.37,122.36,0.0,1
151.53,0.0,0.0,0
66.5,0.0,0.0,0
990.04,0.0,0.0,1
658.24,0.0,0.0,1
120.33,73.31,0.0,0
94.09,0.0,0.0,0
299.32,0.0,0.0,0
247.32,0.0,0.0,0
566.51,0.0,0.0,1
143.16,72.55,0.0,0
247.06,0.0,0.0,0
170.35,0.0,0.0,0
679.26,0.0,0.0,1
131.33,128.37,0.0,0
355.71,79.09,0.0,0
903.25,0.0,0.0,0
951.92,148.5,0.0,1
320.09,243.37,220.45,0
614.62,142.2,108.03,1
303.65,208.97,0.0,1
118.68,0.0,0.0,0
747.61,0.0,0.0,1
373.62,224.21,194.7,1
320.01,243.95,127.46,0
204.98,0.0,0.0,1
261.65,156.24,0.0,0
120.99,0.0,0.0,0
316.95,295.49,0.0,0
281.48,0.0,0.0,1
131.82,0.0,0.0,0
272.98,0.0,0.0,1
736.03,129.87,0.0,1
699.08,160.39,0.0,1
266.7,0.0,0.0,0
194.95,0.0,0.0,0
519.37,0.0,0.0,1
175.17,107.58,0.0,0
318.27,0.0,0.0,0
570.39,166.67,0.0,1
292.62,0.0,0.0,1
94.51,0.0,0.0,0
163.76,0.0,0.0,0
102.23,0.0,0.0,0
233.43,91.54,0.0,1
431.23,0.0,0.0,1
196.97,159.14,0.0,0
131.17,0.0,0.0,0
87.09,64.5,0.0,0
138.06,0.0,0.0,0
124.71,0.0,0.0,0
166.96,0.0,0.0,0
149.18,111.15,0.0,0
756.55,159.19,0.0,1
590.73,0.0,0.0,1
530.27,0.0,0.0,1
112.44,101.66,0.0,0
169.19,0.0,0.0,0
170.61,0.0,0.0,0
196.78,0.0,0.0,0
353.13,0.0,0.0,1
341.05,229.9,161.0,1
161.07,0.0,0.0,0
500.78,112.8,0.0,1
124.71,0.0,0.0,0
106.34,0.0,0.0,0
155.5,0.0,0.0,0
125.35,0.0,0.0,0
192.18,0.0,0.0,0
774.29,0.0,0.0,1
525.83,97.1,0.0,1
678.89,0.0,0.0,1
87.67,0.0,0.0,0
573.92,0.0,0.0,1
712.61,75.56,0.0,1
254.77,170.1,0.0,0
79.09,0.0,0.0,0
628.67,0.0,0.0,1
105.15,0.0,0.0,0
83.68,0.0,0.0,0
137.74,75.12,0.0,0
427.66,219.26,0.0,1
116.59,0.0,0.0,0
291.01,0.0,0.0,0
544.11,159.43,0.0,1
672.28,213.89,0.0,1
664.94,0.0,0.0,1
1022.57,0.0,0.0,1
459.56,0.0,0.0,1
531.04,211.7,66.0,1
89.56,0.0,0.0,0
732.06,141.13,0.0,1
612.76,122.67,0.0,1
109.78,0.0,0.0,0
192.35,0.0,0.0,0
1420.0,0.0,0.0,0
588.46,219.16,0.0,1
189.7,0.0,0.0,0
275.53,225.63,0.0,1
99.65,0.0,0.0,0
101.74,0.0,0.0,0
177.8,167.15,0.0,0
989.47,41.96,0.0,1
146.95,135.64,121.9,0
179.89,113.04,0.0,0
71.09,0.0,0.0,0
282.9,74.8,0.0,1
52.9,0.0,0.0,0
103.05,0.0,0.0,1
71.24,0.0,0.0,0
230.44,0.0,0.0,0
305.77,104.58,0.0,1
167.21,130.93,0.0,0
794.25,301.89,117.44,1
819.15,113.48,0.0,1
62.93,0.0,0.0,0
507.01,0.0,0.0,1
41.48,0.0,0.0,0
98.23,0.0,0.0,0
769.84,221.69,0.0,1
376.36,0.0,0.0,0
147.82,0.0,0.0,0
226.31,0.0,0.0,0
240.48,235.67,0.0,1
147.38,0.0,0.0,0
1055.75,0.0,0.0,1
427.91,133.02,0.0,1
469.48,0.0,0.0,1
71.37,0.0,0.0,0
558.38,164.95,0.0,1
131.37,0.0,0.0,0
124.29,0.0,0.0,0
248.28,232.04,0.0,0
262.62,143.96,0.0,0
71.28,0.0,0.0,0
203.82,0.0,0.0,0
81.6,0.0,0.0,0
169.85,0.0,0.0,0
812.01,80.44,0.0,1
543.97,0.0,0.0,0
514.73,205.75,0.0,1
104.04,0.0,0.0,0
171.15,100.23,0.0,0
68.71,0.0,0.0,0
432.71,160.31,0.0,1
182.22,0.0,0.0,0
119.16,0.0,0.0,0
78.61,0.0,0.0,0
708.74,48.08,0.0,1
122.2,0.0,0.0,0
170.09,145.68,0.0,0
688.71,222.9,92.47,1
168.32,0.0,0.0,0
60.31,0.0,0.0,0
70.09,0.0,0.0,0
542.62,0.0,0.0,1
153.81,0.0,0.0,0
177.84,175.37,121.23,0
376.89,147.65,0.0,1
261.16,0.0,0.0,0
568.85,0.0,0.0,1
1124.08,0.0,0.0,1
268.57,0.0,0.0,0
103.04,0.0,0.0,0
107.22,0.0,0.0,0
134.47,0.0,0.0,0
790.46,0.0,0.0,1
144.49,133.08,0.0,0
562.74,128.24,0.0,1
167.35,0.0,0.0,0
372.78,0.0,0.0,1
822.53,68.63,0.0,1
863.22,0.0,0.0,1
106.32,75.75,0.0,0
801.94,180.1,0.0,1
319.11,0.0,0.0,0
169.07,0.0,0.0,0
613.67,0.0,0.0,1
312.79,0.0,0.0,1
239.44,0.0,0.0,0
876.07,131.69,0.0,1
386.21,0.0,0.0,1
140.19,0.0,0.0,0
130.26,0.0,0.0,0
89.64,0.0,0.0,0
104.21,0.0,0.0,0
318.18,201.95,0.0,0
246.85,0.0,0.0,0
193.09,141.68,0.0,0
299.85,151.46,0.0,0
302.58,0.0,0.0,1
175.66,0.0,0.0,0
498.17,454.72,0.0,1
395.3,0.0,0.0,1
146.86,0.0,0.0,0
492.89,0.0,0.0,1
230.9,207.76,193.29,0
367.03,200.25,140.43,1
177.16,0.0,0.0,0
667.62,134.71,0.0,1
462.92,322.38,252.28,1
97.95,0.0,0.0,0
179.31,108.57,91.77,0
957.8,53.82,0.0,1
556.92,206.14,172.81,1
194.59,0.0,0.0,0
128.05,0.0,0.0,0
483.08,0.0,0.0,1
469.9,0.0,0.0,1
648.48,0.0,0.0,0
361.51,0.0,0.0,1
71.43,0.0,0.0,0
244.29,216.67,0.0,0
210.64,104.77,0.0,0
83.86,0.0,0.0,0
159.65,0.0,0.0,0
219.61,215.22,101.67,1
216.18,0.0,0.0,0
164.32,0.0,0.0,0
949.63,107.61,93.68,1
175.49,0.0,0.0,0
603.55,158.69,0.0,1
154.59,0.0,0.0,0
190.1,0.0,0.0,0
171.21,0.0,0.0,0
158.14,0.0,0.0,0
80.99,0.0,0.0,0
290.64,166.44,0.0,1
164.46,0.0,0.0,0
178.35,0.0,0.0,0
413.38,0.0,0.0,1
226.14,0.0,0.0,0
302.19,0.0,0.0,0
144.23,0.0,0.0,0
106.3,0.0,0.0,0
562.94,0.0,0.0,1
792.29,200.2,0.0,1
145.8,92.82,0.0,0
96.76,0.0,0.0,0
611.04,159.58,50.11,1
498.48,0.0,0.0,1
121.33,104.93,0.0,0
454.42,268.13,136.92,1
195.85,0.0,0.0,0
145.6,94.82,0.0,0
102.8,0.0,0.0,0
70.17,0.0,0.0,0
844.03,242.3,0.0,1
313.47,0.0,0.0,0
465.96,223.1,0.0,1
134.95,0.0,0.0,0
688.34,0.0,0.0,1
823.09,0.0,0.0,1
531.55,0.0,0.0,1
349.72,208.25,0.0,0
202.93,0.0,0.0,0
199.1,0.0,0.0,0
765.96,0.0,0.0,1
216.56,212.23,212.23,1
57.93,48.99,0.0,0
181.61,0.0,0.0,0
216.91,183.75,0.0,1
989.38,137.96,0.0,1
473.46,0.0,0.0,1
523.09,0.0,0.0,1
119.1,0.0,0.0,0
206.93,0.0,0.0,0
467.89,0.0,0.0,0
59.52,0.0,0.0,0
548.24,0.0,0.0,1
266.78,213.21,0.0,0
990.97,162.38,0.0,1
306.73,115.99,0.0,1
540.7,135.46,0.0,1
360.75,174.85,0.0,0
205.75,0.0,0.0,0
316.41,233.62,183.34,0
516.32,0.0,0.0,1
488.62,0.0,0.0,1
179.28,135.76,0.0,0
175.28,0.0,0.0,0
129.04,0.0,0.0,0
347.89,84.66,0.0,1
675.78,0.0,0.0,1
77.64,0.0,0.0,0
112.92,0.0,0.0,0
283.56,201.43,0.0,0
524.08,299.19,0.0,1
342.48,139.46,107.69,0
1117.54,219.56,0.0,0
330.94,0.0,0.0,0
465.73,0.0,0.0,0
259.7,0.0,0.0,1
837.99,0.0,0.0,1
138.7,0.0,0.0,0
125.44,0.0,0.0,0
553.66,0.0,0.0,1
451.6,142.42,138.48,1
397.59,0.0,0.0,0
129.32,126.74,0.0,1
107.94,0.0,0.0,0
637.76,174.14,0.0,1
85.79,0.0,0.0,0
86.61,0.0,0.0,0
162.35,0.0,0.0,0
152.28,0.0,0.0,0
746.1,0.0,0.0,1
384.23,0.0,0.0,0
99.58,0.0,0.0,0
144.23,0.0,0.0,0
147.94,0.0,0.0,0
194.42,0.0,0.0,0
302.47,216.91,0.0,0
483.26,276.05,170.99,1
103.24,0.0,0.0,0
708.44,0.0,0.0,1
405.98,353.2,144.47,1
238.47,134.11,0.0,0
343.29,90.12,0.0,1
595.97,0.0,0.0,1
165.84,0.0,0.0,0
57.07,0.0,0.0,0
328.55,0.0,0.0,1
127.57,0.0,0.0,0
460.15,0.0,0.0,1
1110.12,0.0,0.0,1
277.98,0.0,0.0,1
468.74,0.0,0.0,1
804.87,99.76,0.0,1
537.27,0.0,0.0,1
252.36,161.44,0.0,0
366.68,131.52,0.0,1
231.7,0.0,0.0,0
798.65,0.0,0.0,1
103.46,0.0,0.0,0
687.62,223.18,0.0,1
529.18,0.0,0.0,1
650.73,425.93,0.0,1
138.73,0.0,0.0,0
213.93,0.0,0.0,1
342.25,294.91,151.42,1
186.07,0.0,0.0,0
383.21,260.88,168.71,0
54.34,0.0,0.0,0
497.71,325.04,148.75,1
134.18,0.0,0.0,0
85.31,76.61,0.0,0
409.59,182.92,0.0,1
405.18,0.0,0.0,1
279.12,0.0,0.0,0
223.87,0.0,0.0,0
486.83,122.77,0.0,1
401.56,0.0,0.0,1
693.44,0.0,0.0,1
119.85,0.0,0.0,0
582.85,0.0,0.0,1
921.39,0.0,0.0,1
808.27,203.42,0.0,1
265.26,212.57,0.0,1
91.58,0.0,0.0,0
628.35,154.63,0.0,1
63.38,0.0,0.0,0
109.64,0.0,0.0,0
69.01,0.0,0.0,0
234.33,0.0,0.0,0
832.67,515.27,382.71,1
45.06,0.0,0.0,0
287.28,0.0,0.0,0
675.62,0.0,0.0,1
79.61,0.0,0.0,0
100.97,95.6,0.0,0
319.05,119.21,0.0,1
397.61,0.0,0.0,1
213.06,0.0,0.0,0
191.04,0.0,0.0,0
126.1,0.0,0.0,0
494.36,257.0,137.21,1
894.69,322.07,173.87,1
123.59,0.0,0.0,0
92.18,0.0,0.0,0
708.34,115.77,0.0,1
188.16,0.0,0.0,0
280.0,0.0,0.0,1
747.61,0.0,0.0,1
668.05,86.87,0.0,1
185.68,0.0,0.0,0
87.29,0.0,0.0,0
141.36,0.0,0.0,0
903.33,85.11,0.0,1
557.23,217.71,100.3,1
111.51,0.0,0.0,0
248.59,0.0,0.0,0
